Ciment (%),Argile (%),Alumine (%),Silice (%),Chamotte (%),Conductivite thermique (W/m.K),Resistance Mecanique (MPa)
8.34,9.5,39.68,25.96,16.53,0.46,23.32
8.26,9.18,38.69,26.82,17.05,0.46,23.32
8.19,9.91,40.73,22.71,18.47,0.46,23.32
8.77,10.0,40.12,22.81,18.22,0.46,23.32
9.3,9.79,38.34,25.22,17.36,0.46,23.32
8.62,9.29,39.88,25.42,16.78,0.46,23.32
9.7,9.58,40.31,22.56,17.85,0.46,23.32
8.37,9.44,40.69,23.39,18.11,0.46,23.32
9.28,9.05,37.62,27.16,16.89,0.46,23.32
8.42,8.91,40.31,24.08,18.27,0.46,23.32
8.57,9.84,39.44,23.41,18.74,0.46,23.27
8.65,9.79,38.84,24.64,18.09,0.46,23.27
9.29,9.17,39.48,24.46,17.6,0.46,23.27
9.7,9.18,38.62,23.97,18.52,0.46,23.27
9.31,9.29,39.68,23.73,18.0,0.46,23.27
9.41,10.0,38.83,22.83,18.37,0.46,23.27
9.96,10.0,37.82,23.35,18.15,0.46,23.27
9.54,9.32,38.54,24.85,17.75,0.46,23.27
9.36,10.0,38.71,23.83,18.1,0.46,23.27
9.29,9.26,39.6,24.07,17.79,0.46,23.27
8.88,10.0,38.35,24.03,18.55,0.46,23.27
9.11,8.99,39.69,24.61,17.6,0.46,23.27
9.7,9.21,38.62,24.77,17.69,0.46,23.27
9.96,9.61,37.98,24.56,17.91,0.46,23.27
9.72,9.92,37.65,24.9,17.81,0.46,23.27
7.76,9.65,39.47,24.75,18.36,0.46,23.27
8.01,10.0,39.44,24.07,18.49,0.46,23.27
7.97,9.2,39.83,24.48,18.53,0.46,23.27
8.44,8.95,39.7,24.42,18.49,0.46,23.27
9.3,9.15,39.8,23.27,18.48,0.46,23.27
8.36,10.0,39.56,23.18,17.89,0.46,23.27
9.69,8.79,38.35,24.78,18.39,0.46,23.27
9.2,9.23,39.48,23.97,18.11,0.46,23.27
9.8,8.78,39.31,24.56,17.55,0.46,23.27
9.33,9.96,38.69,23.42,18.6,0.46,23.27
9.79,10.0,39.1,22.69,18.21,0.46,23.27
8.48,10.0,38.62,24.54,18.01,0.46,23.27
8.24,9.47,39.26,24.54,18.5,0.46,23.27
9.33,9.67,39.76,23.27,17.97,0.46,23.27
9.56,9.78,37.88,24.79,18.0,0.46,23.27
9.22,10.0,38.51,22.98,18.47,0.46,23.27
8.64,9.99,39.89,23.73,17.75,0.46,23.27
8.13,10.0,39.24,23.99,18.34,0.46,23.27
8.9,9.98,39.41,24.02,17.67,0.46,23.27
10.74,8.92,40.22,22.57,17.55,0.46,23.26
10.66,8.81,40.07,22.76,17.7,0.46,23.26
10.14,8.88,40.24,23.1,17.64,0.46,23.26
10.26,8.93,38.7,24.15,17.96,0.46,23.2
11.88,9.38,38.09,22.89,17.76,0.46,23.2
12.02,8.92,38.72,22.77,17.57,0.46,23.2
11.93,9.65,38.04,22.51,17.87,0.46,23.2
11.34,8.77,38.08,24.07,17.74,0.46,23.2
10.23,9.35,38.72,23.15,18.56,0.46,23.2
10.94,10.0,37.66,22.81,18.2,0.46,23.2
11.31,9.69,37.82,23.09,18.09,0.46,23.2
10.63,9.71,38.54,22.92,18.19,0.46,23.2
10.04,9.1,39.46,22.92,18.49,0.46,23.2
10.83,10.0,38.27,22.63,18.15,0.46,23.2
10.44,8.9,38.36,24.38,17.92,0.46,23.2
10.37,10.0,38.28,23.38,17.69,0.46,23.2
10.87,9.73,37.52,23.22,18.66,0.46,23.2
10.75,9.19,39.18,22.69,18.19,0.46,23.2
10.66,8.94,39.14,22.7,18.56,0.46,23.2
10.35,9.46,37.86,24.27,18.06,0.46,23.2
10.26,9.29,38.68,24.22,17.56,0.46,23.2
11.06,9.16,38.78,23.27,17.74,0.46,23.2
11.66,8.99,39.17,22.52,17.65,0.46,23.2
10.14,8.83,39.12,24.4,17.51,0.46,23.2
11.59,9.34,38.2,23.01,17.86,0.46,23.2
10.66,9.09,39.65,22.76,17.84,0.46,23.2
10.56,10.0,38.85,22.7,17.56,0.46,23.2
10.4,8.87,39.72,22.87,18.13,0.46,23.2
10.1,8.9,39.12,23.53,18.35,0.46,23.2
10.21,10.0,39.33,22.7,17.71,0.46,23.2
10.73,8.81,39.78,22.84,17.83,0.46,23.2
10.25,9.71,38.24,24.08,17.72,0.46,23.2
12.25,8.92,38.71,22.51,17.61,0.46,23.2
10.14,8.77,39.88,22.58,18.63,0.46,23.2
10.35,9.82,39.34,22.82,17.68,0.46,23.2
10.36,9.31,38.26,23.55,18.52,0.46,23.2
10.66,8.87,38.99,23.79,17.68,0.46,23.2
10.1,9.57,37.89,24.66,17.78,0.46,23.2
11.2,10.0,37.94,22.69,17.71,0.46,23.2
10.44,9.47,38.58,23.41,18.09,0.46,23.2
11.79,9.04,38.54,23.12,17.51,0.46,23.2
10.47,9.36,38.42,23.13,18.62,0.46,23.2
6.16,6.95,41.47,26.42,19.01,0.46,21.56
6.18,6.92,40.9,26.46,19.54,0.46,21.56
6.7,6.87,40.39,26.92,19.12,0.46,21.56
6.86,7.29,40.22,25.26,20.0,0.46,21.56
5.29,7.38,40.58,27.05,19.7,0.46,21.56
6.2,7.23,41.96,25.41,19.21,0.46,21.56
6.75,7.26,40.9,25.93,19.16,0.46,21.56
6.29,6.44,41.44,25.52,20.0,0.46,21.56
5.57,6.6,41.03,27.1,19.7,0.46,21.56
5.42,7.04,41.99,26.66,18.89,0.46,21.56
6.19,6.28,40.92,26.15,20.0,0.46,21.56
7.5,7.23,41.09,25.23,18.95,0.46,21.56
6.81,6.59,40.35,26.39,19.85,0.46,21.56
5.75,6.59,40.87,27.0,19.79,0.46,21.56
6.52,6.86,41.84,25.18,19.6,0.46,21.56
5.54,7.24,41.39,26.49,19.34,0.46,21.56
7.07,6.9,41.07,25.23,19.74,0.46,21.56
5.56,6.99,42.23,25.96,19.26,0.46,21.56
7.16,7.12,40.94,25.54,19.24,0.46,21.56
6.74,6.55,41.02,25.06,20.0,0.46,21.56
5.76,7.43,42.08,25.19,19.53,0.46,21.56
6.1,7.06,41.7,26.12,19.02,0.46,21.56
6.94,7.38,40.13,25.94,19.61,0.46,21.56
6.21,7.09,40.99,25.96,19.74,0.46,21.56
7.41,6.27,40.83,26.15,19.34,0.46,21.56
6.45,6.41,40.08,27.19,19.88,0.46,21.56
6.08,6.6,40.7,25.66,20.0,0.46,21.56
6.32,6.26,41.25,27.01,19.16,0.46,21.56
6.26,6.79,40.63,26.72,19.6,0.46,21.56
7.1,6.99,41.62,25.18,19.12,0.46,21.56
6.07,6.7,42.46,25.75,19.02,0.46,21.56
5.59,6.62,41.69,25.35,20.0,0.46,21.56
6.78,6.79,41.45,25.72,19.26,0.46,21.56
5.36,6.93,41.02,26.96,19.73,0.46,21.56
6.43,7.49,42.03,25.27,18.79,0.46,21.56
6.16,6.58,42.13,26.08,19.04,0.46,21.56
6.15,6.89,41.37,25.17,20.0,0.46,21.56
6.61,6.86,41.39,25.53,19.61,0.46,21.56
5.67,7.31,40.93,26.2,19.88,0.46,21.56
6.62,6.71,40.77,26.24,19.67,0.46,21.56
5.94,7.41,41.13,26.34,19.18,0.46,21.56
5.57,6.34,41.98,25.02,20.0,0.46,21.56
5.79,6.85,41.46,25.89,20.0,0.46,21.56
6.37,7.38,41.35,26.1,18.8,0.46,21.56
6.01,7.38,40.99,26.1,19.52,0.46,21.56
6.57,6.44,40.7,26.64,19.64,0.46,21.56
6.18,7.09,40.44,26.01,20.0,0.46,21.56
6.82,6.65,41.72,25.51,19.3,0.46,21.56
6.38,7.31,40.91,25.4,20.0,0.46,21.56
6.43,6.8,41.92,25.33,19.52,0.46,21.56
6.05,6.26,41.77,26.57,19.36,0.46,21.56
5.76,6.99,40.93,27.11,19.2,0.46,21.56
5.88,6.72,42.33,25.78,19.28,0.46,21.56
6.54,6.37,40.63,27.27,19.19,0.46,21.56
5.98,7.07,40.3,26.96,19.68,0.46,21.56
5.11,7.28,40.59,27.37,19.65,0.46,21.56
7.93,8.81,40.49,25.03,17.75,0.47,23.28
11.36,9.06,38.16,25.04,16.38,0.47,23.25
10.05,9.07,37.65,26.34,16.89,0.47,23.25
11.18,8.76,38.2,25.23,16.63,0.47,23.25
7.82,9.4,38.44,26.21,18.12,0.47,23.22
8.05,9.5,38.22,26.46,17.76,0.47,23.22
8.14,10.0,37.57,26.53,17.62,0.47,23.22
7.85,9.26,39.49,25.53,17.87,0.47,23.22
8.78,9.41,38.99,25.22,17.6,0.47,23.22
8.06,8.91,37.8,27.45,17.77,0.47,23.22
7.8,9.31,39.3,25.24,18.36,0.47,23.22
7.74,8.83,39.87,26.01,17.55,0.47,23.22
8.36,9.65,38.11,26.26,17.62,0.47,23.22
8.03,9.14,37.84,26.75,18.24,0.47,23.22
9.55,9.95,37.68,25.11,17.7,0.47,23.22
8.18,9.02,39.09,26.16,17.55,0.47,23.22
8.02,9.03,39.16,25.82,17.97,0.47,23.22
8.39,9.38,38.35,25.48,18.4,0.47,23.22
8.48,9.85,38.22,25.93,17.52,0.47,23.22
9.48,9.02,37.95,26.02,17.52,0.47,23.22
7.96,8.99,38.3,26.73,18.02,0.47,23.22
7.7,8.85,39.41,25.89,18.15,0.47,23.22
7.83,9.32,37.79,26.68,18.38,0.47,23.22
8.73,9.18,38.29,25.44,18.36,0.47,23.22
7.86,10.0,37.87,25.61,18.11,0.47,23.22
8.16,8.91,38.81,25.94,18.18,0.47,23.22
9.0,8.83,38.02,25.96,18.19,0.47,23.22
9.39,9.24,37.68,25.59,18.1,0.47,23.22
7.61,10.0,38.03,26.25,17.84,0.47,23.22
9.45,8.78,38.07,25.38,18.33,0.47,23.22
7.77,9.62,37.73,26.54,18.35,0.47,23.22
8.87,9.04,37.64,25.75,18.7,0.47,23.22
8.0,9.67,38.79,25.89,17.65,0.47,23.22
7.8,9.05,39.97,25.23,17.95,0.47,23.22
9.33,8.9,37.72,26.05,18.0,0.47,23.22
8.91,8.47,42.37,24.5,15.76,0.47,22.47
9.12,7.81,42.31,24.91,15.86,0.47,22.47
9.96,8.58,41.32,24.4,15.74,0.47,22.47
8.93,7.62,42.49,24.77,16.19,0.47,22.47
6.09,7.33,42.22,24.55,19.8,0.47,21.64
7.49,6.48,41.69,24.36,19.99,0.47,21.64
7.43,7.05,41.16,23.72,20.0,0.47,21.64
7.19,7.17,41.2,24.46,19.99,0.47,21.64
7.48,7.18,40.7,24.4,20.0,0.47,21.64
6.19,7.21,41.28,23.53,20.0,0.47,21.64
6.39,6.97,42.49,24.84,19.31,0.47,21.64
6.94,6.51,40.7,24.59,20.0,0.47,21.64
6.31,6.42,42.31,24.35,20.0,0.47,21.64
6.6,7.44,40.57,24.77,20.0,0.47,21.64
7.15,7.28,41.36,24.97,19.25,0.47,21.64
7.11,6.44,41.09,24.53,20.0,0.47,21.64
6.86,7.49,41.72,24.17,19.76,0.47,21.64
7.37,6.47,41.42,23.47,20.0,0.47,21.64
7.23,6.44,41.43,24.31,20.0,0.47,21.64
6.25,7.02,41.98,24.96,19.79,0.47,21.64
6.38,6.95,41.63,23.36,20.0,0.47,21.64
7.12,7.41,40.09,24.29,20.0,0.47,21.64
7.17,6.87,42.03,24.49,19.44,0.47,21.64
5.71,7.04,42.23,22.83,20.0,0.47,21.64
5.81,7.33,41.53,23.08,20.0,0.47,21.64
5.57,6.66,41.78,24.94,20.0,0.47,21.64
7.13,6.61,40.08,24.46,20.0,0.47,21.64
7.33,6.59,42.23,23.82,20.0,0.47,21.64
6.88,6.96,41.95,23.49,20.0,0.47,21.64
7.12,6.32,41.76,24.66,20.0,0.47,21.64
6.33,7.08,42.46,24.93,19.19,0.47,21.64
6.47,7.48,42.02,24.3,19.74,0.47,21.64
6.21,6.87,41.94,24.89,20.0,0.47,21.64
6.7,6.89,42.3,24.34,19.77,0.47,21.64
6.86,7.36,41.67,24.57,19.55,0.47,21.64
7.21,7.38,40.72,22.96,20.0,0.47,21.64
6.75,6.76,41.03,24.7,20.0,0.47,21.64
6.78,6.64,42.18,24.51,19.89,0.47,21.64
6.55,7.18,42.09,24.81,19.38,0.47,21.64
6.16,7.08,41.8,24.29,20.0,0.47,21.64
7.33,7.5,41.26,24.78,19.15,0.47,21.64
6.03,7.28,39.25,27.39,20.0,0.47,21.52
6.97,6.65,38.55,26.71,20.0,0.47,21.52
6.19,7.21,38.88,26.92,20.0,0.47,21.52
6.56,6.7,39.42,26.2,20.0,0.47,21.52
7.27,7.1,39.85,25.89,19.89,0.47,21.52
6.63,7.14,38.99,27.06,20.0,0.47,21.52
7.25,7.32,39.49,27.03,18.9,0.47,21.52
5.64,7.3,39.7,27.48,19.87,0.47,21.52
5.53,7.33,39.26,27.0,20.0,0.47,21.52
7.17,7.02,39.88,26.37,19.55,0.47,21.52
6.84,6.9,38.87,27.19,20.0,0.47,21.52
7.3,7.35,39.09,25.48,20.0,0.47,21.52
5.92,7.05,39.99,26.45,20.0,0.47,21.52
7.49,7.48,39.55,26.69,18.8,0.47,21.52
6.52,7.41,39.83,26.62,19.62,0.47,21.52
6.58,7.17,39.59,27.24,19.43,0.47,21.52
7.33,7.36,38.65,26.63,20.0,0.47,21.52
6.5,7.01,39.44,26.14,20.0,0.47,21.52
7.1,6.42,39.99,26.53,19.96,0.47,21.52
7.09,7.03,40.0,25.9,19.98,0.47,21.52
6.11,7.47,39.66,27.24,19.51,0.47,21.52
6.85,6.8,38.45,27.5,20.0,0.47,21.52
7.39,9.64,42.07,22.28,18.63,0.48,23.63
8.27,6.48,44.52,21.86,18.87,0.48,23.49
8.32,6.84,45.0,20.44,19.39,0.48,23.49
8.2,7.45,43.47,21.04,19.84,0.48,23.49
9.71,6.88,42.79,20.93,19.7,0.48,23.49
8.63,7.5,42.96,22.08,18.82,0.48,23.49
7.94,7.47,43.6,20.83,20.0,0.48,23.49
9.69,7.28,42.57,21.16,19.29,0.48,23.49
8.11,7.23,43.56,22.09,19.01,0.48,23.49
8.87,7.05,42.73,21.22,20.0,0.48,23.49
7.98,7.4,42.63,22.4,19.6,0.48,23.49
7.98,7.08,43.64,22.47,18.83,0.48,23.49
9.01,6.78,42.86,22.16,19.2,0.48,23.49
8.49,6.28,43.8,21.79,19.64,0.48,23.49
8.86,6.29,42.58,22.09,20.0,0.48,23.49
9.34,6.46,43.6,20.78,19.83,0.48,23.49
8.01,7.42,43.07,21.32,20.0,0.48,23.49
7.51,6.59,43.18,21.49,20.0,0.48,23.49
9.57,7.04,43.13,20.74,19.52,0.48,23.49
9.52,6.99,42.86,21.46,19.16,0.48,23.49
8.66,7.19,42.53,21.64,19.98,0.48,23.49
7.82,7.25,44.46,21.12,19.35,0.48,23.49
9.03,6.49,44.24,20.72,19.52,0.48,23.49
7.9,7.17,43.62,21.57,19.73,0.48,23.49
7.93,6.31,44.58,21.99,19.21,0.48,23.49
7.83,6.67,43.88,21.83,19.79,0.48,23.49
9.56,7.26,42.91,21.49,18.77,0.48,23.49
8.41,6.49,43.19,22.34,19.58,0.48,23.49
9.48,6.5,43.0,21.38,19.65,0.48,23.49
9.06,6.94,43.33,21.87,18.8,0.48,23.49
10.44,6.8,42.79,20.85,19.12,0.48,23.46
11.48,6.53,42.79,20.0,19.22,0.48,23.46
10.04,6.55,43.61,21.04,18.76,0.48,23.46
9.83,8.07,41.14,25.36,15.6,0.48,22.44
9.34,7.99,40.63,26.86,15.18,0.48,22.44
10.6,7.74,41.05,24.58,16.02,0.48,22.44
10.38,8.37,40.94,24.53,15.77,0.48,22.44
11.69,8.15,41.29,24.07,15.0,0.48,22.44
8.66,7.7,41.78,27.47,15.0,0.48,22.44
9.47,7.77,41.26,26.35,15.14,0.48,22.44
9.87,8.18,40.96,25.17,15.82,0.48,22.44
7.81,8.74,41.47,27.2,15.0,0.48,22.44
10.75,8.09,42.29,24.04,15.0,0.48,22.44
11.23,7.76,40.3,24.75,15.96,0.48,22.44
9.25,8.68,40.65,25.39,16.02,0.48,22.44
10.05,8.34,41.1,24.39,16.11,0.48,22.44
10.87,8.12,40.68,24.81,15.52,0.48,22.44
10.45,7.87,40.9,24.63,16.16,0.48,22.44
9.84,8.26,41.22,25.11,15.57,0.48,22.44
10.41,7.95,40.65,24.75,16.24,0.48,22.44
8.83,8.04,41.21,26.27,15.65,0.48,22.44
9.22,8.02,41.87,25.82,15.06,0.48,22.44
9.16,7.7,41.57,27.24,15.0,0.48,22.44
7.98,7.51,41.86,27.26,15.39,0.48,22.44
8.91,8.74,41.43,25.47,15.46,0.48,22.44
12.19,8.45,40.16,23.48,15.72,0.48,22.44
11.85,8.48,40.11,24.14,15.42,0.48,22.44
8.29,8.42,40.36,27.23,15.7,0.48,22.44
7.87,7.67,42.32,26.86,15.27,0.48,22.44
12.09,8.15,40.23,23.41,16.12,0.48,22.44
7.78,8.15,41.56,26.85,15.67,0.48,22.44
10.21,8.01,41.85,24.29,15.64,0.48,22.44
9.48,7.75,40.63,26.25,15.89,0.48,22.44
12.08,8.45,40.85,23.78,15.0,0.48,22.44
11.61,8.38,40.41,23.93,15.66,0.48,22.44
8.22,8.25,41.77,25.69,16.07,0.48,22.44
10.0,7.63,41.58,25.04,15.75,0.48,22.44
10.99,8.62,41.77,23.05,15.57,0.48,22.44
11.78,8.67,40.44,23.54,15.57,0.48,22.44
11.36,7.7,41.16,24.6,15.18,0.48,22.44
9.2,8.68,41.44,26.29,15.0,0.48,22.44
9.12,7.73,41.32,27.14,15.0,0.48,22.44
9.45,7.81,40.58,26.48,15.68,0.48,22.44
10.66,7.57,41.87,24.01,15.9,0.48,22.44
12.5,7.93,40.41,23.74,15.42,0.48,22.44
12.08,8.38,40.82,22.72,16.0,0.48,22.44
11.16,7.89,42.43,22.73,15.79,0.48,22.44
8.18,7.56,40.95,27.36,15.94,0.48,22.44
8.24,7.88,42.42,26.63,15.0,0.48,22.44
10.58,7.91,41.88,24.85,15.0,0.48,22.44
8.59,8.0,42.38,25.12,15.92,0.48,22.44
9.93,8.0,40.4,26.09,15.58,0.48,22.44
11.96,7.58,40.6,23.69,16.17,0.48,22.44
9.02,8.42,41.11,25.31,16.14,0.48,22.44
8.37,7.57,40.76,27.39,15.92,0.48,22.44
11.85,7.63,40.01,24.28,16.22,0.48,22.44
7.7,8.39,42.0,26.02,15.89,0.48,22.44
8.59,7.6,41.78,26.42,15.61,0.48,22.44
12.11,8.02,40.64,24.0,15.24,0.48,22.44
9.72,7.51,41.57,25.4,15.79,0.48,22.44
11.91,8.35,41.34,22.52,15.9,0.48,22.44
10.55,7.98,42.2,23.73,15.54,0.48,22.44
9.48,7.63,41.69,25.69,15.51,0.48,22.44
12.24,7.98,40.4,23.27,16.11,0.48,22.44
8.46,8.4,40.52,27.09,15.52,0.48,22.44
11.26,7.55,41.78,23.86,15.55,0.48,22.44
10.6,8.37,40.47,24.63,15.93,0.48,22.44
10.41,8.57,41.76,24.47,15.0,0.48,22.44
10.78,8.11,41.28,24.69,15.13,0.48,22.44
9.31,8.13,41.09,26.14,15.34,0.48,22.44
9.86,7.91,40.97,25.29,15.97,0.48,22.44
9.32,8.47,40.48,26.44,15.29,0.48,22.44
9.02,8.68,40.45,26.82,15.02,0.48,22.44
7.97,8.57,41.96,27.09,15.0,0.48,22.44
8.49,7.75,41.89,27.14,15.0,0.48,22.44
8.72,8.45,40.05,26.57,16.22,0.48,22.44
8.65,7.94,42.23,25.57,15.62,0.48,22.44
8.1,8.41,42.16,25.1,16.24,0.48,22.44
10.79,8.37,40.9,23.93,16.01,0.48,22.44
10.62,8.64,40.48,24.04,16.21,0.48,22.44
8.33,8.64,41.89,25.3,15.84,0.48,22.44
11.86,7.84,40.62,23.5,16.17,0.48,22.44
11.65,7.52,41.72,24.32,15.0,0.48,22.44
7.64,8.45,42.35,25.72,15.84,0.48,22.44
10.16,8.41,42.29,23.27,15.87,0.48,22.44
8.1,7.58,42.2,26.27,15.86,0.48,22.44
11.7,8.64,41.08,22.74,15.84,0.48,22.44
10.96,7.97,41.08,23.86,16.13,0.48,22.44
9.84,8.52,40.2,26.44,15.0,0.48,22.44
8.49,8.32,40.05,26.99,16.15,0.48,22.44
8.77,7.84,41.46,25.71,16.22,0.48,22.44
11.18,7.68,41.94,24.32,15.0,0.48,22.44
9.62,8.55,40.75,26.65,15.0,0.48,22.44
10.68,7.73,41.58,24.01,16.0,0.48,22.44
12.18,7.68,41.56,24.6,15.0,0.48,22.44
12.25,7.84,41.06,24.16,15.0,0.48,22.44
8.01,8.5,42.18,25.06,16.25,0.48,22.44
8.89,8.38,40.43,26.39,15.92,0.48,22.44
10.49,8.19,41.32,24.07,15.93,0.48,22.44
10.32,7.93,41.28,24.62,15.85,0.48,22.44
11.11,7.91,40.23,24.85,15.91,0.48,22.44
8.58,8.63,40.83,26.7,15.27,0.48,22.44
11.62,8.52,40.94,22.8,16.12,0.48,22.44
11.51,8.19,41.36,22.88,16.06,0.48,22.44
9.06,8.64,40.28,25.92,16.1,0.48,22.44
10.66,8.24,41.27,23.87,15.97,0.48,22.44
12.13,7.61,41.69,23.3,15.26,0.48,22.44
8.06,7.56,42.08,26.93,15.37,0.48,22.44
12.09,8.46,39.61,23.77,16.07,0.48,22.39
8.92,8.34,39.73,26.77,16.24,0.48,22.39
8.58,8.07,39.84,27.39,16.13,0.48,22.39
9.74,8.32,39.81,26.25,15.89,0.48,22.39
12.35,8.13,38.99,24.71,15.83,0.48,22.39
12.42,7.94,39.24,24.39,16.0,0.48,22.39
9.72,7.89,39.27,26.94,16.17,0.48,22.39
9.57,8.63,38.28,27.27,16.25,0.48,22.39
9.72,8.55,39.95,26.45,15.33,0.48,22.39
11.78,8.73,39.44,24.85,15.19,0.48,22.39
11.7,8.07,39.44,24.61,16.18,0.48,22.39
9.65,8.39,38.35,27.37,16.24,0.48,22.39
9.37,7.87,39.48,27.4,15.88,0.48,22.39
12.26,8.44,39.05,24.34,15.91,0.48,22.39
11.99,8.22,39.22,24.86,15.71,0.48,22.39
9.85,8.59,38.47,27.39,15.7,0.48,22.39
8.59,8.71,39.55,27.13,16.01,0.48,22.39
12.45,7.75,39.87,23.75,16.17,0.48,22.39
12.41,7.96,39.61,24.69,15.33,0.48,22.39
12.11,8.52,39.57,24.38,15.43,0.48,22.39
9.56,7.98,39.87,26.77,15.81,0.48,22.39
9.98,8.71,38.6,27.17,15.53,0.48,22.39
5.54,7.4,42.86,27.58,16.62,0.49,22.67
5.92,6.56,43.19,27.88,16.45,0.49,22.67
6.03,6.26,42.86,28.34,16.51,0.49,22.67
5.25,6.52,43.01,28.59,16.63,0.49,22.67
5.66,6.64,43.71,27.74,16.26,0.49,22.67
11.08,7.65,41.77,25.24,15.0,0.49,22.41
10.01,8.4,41.13,25.47,15.0,0.49,22.41
10.35,8.52,40.05,25.71,15.38,0.49,22.41
12.07,8.29,40.26,25.23,15.0,0.49,22.41
10.86,8.41,40.36,25.37,15.0,0.49,22.41
11.46,8.56,40.18,25.36,15.0,0.49,22.41
10.35,7.65,40.66,25.48,15.85,0.49,22.41
10.97,7.87,40.42,26.65,15.0,0.49,22.41
10.26,8.38,41.36,25.36,15.0,0.49,22.41
10.15,7.55,40.92,26.17,15.21,0.49,22.41
10.82,7.61,40.07,25.48,16.02,0.49,22.41
12.35,7.55,40.64,25.4,15.0,0.49,22.41
11.92,8.5,40.47,25.27,15.0,0.49,22.41
11.06,8.44,40.26,25.96,15.0,0.49,22.41
10.59,7.61,40.75,25.26,15.79,0.49,22.41
10.41,8.44,40.74,25.43,15.0,0.49,22.41
10.82,8.18,40.51,25.66,15.0,0.49,22.41
10.9,8.2,40.5,25.31,15.08,0.49,22.41
11.49,7.88,40.27,26.6,15.0,0.49,22.41
11.66,7.75,41.08,25.32,15.0,0.49,22.41
10.69,8.22,40.21,25.25,15.63,0.49,22.41
7.43,8.57,41.38,21.91,20.0,0.49,22.38
6.22,8.13,41.32,22.48,20.0,0.49,22.38
5.94,8.69,41.56,22.3,20.0,0.49,22.38
6.43,8.68,41.64,22.32,20.0,0.49,22.38
6.5,8.64,42.09,22.19,20.0,0.49,22.38
7.39,8.01,42.23,22.33,20.0,0.49,22.38
11.75,7.75,37.98,27.09,15.43,0.49,22.35
11.11,7.77,38.77,26.89,15.46,0.49,22.35
11.46,8.63,37.99,26.96,15.0,0.49,22.35
10.95,8.52,39.82,25.44,15.28,0.49,22.35
12.04,7.81,37.95,27.07,15.12,0.49,22.35
10.59,8.19,39.81,26.19,15.23,0.49,22.35
10.17,8.61,38.39,26.92,15.91,0.49,22.35
10.95,8.45,39.71,25.01,15.88,0.49,22.35
10.98,8.68,38.9,25.75,15.69,0.49,22.35
11.25,8.36,38.29,25.87,16.22,0.49,22.35
11.25,7.8,37.91,27.07,15.97,0.49,22.35
10.73,7.82,38.66,27.45,15.34,0.49,22.35
12.44,7.84,37.81,27.34,15.0,0.49,22.35
10.58,8.2,39.94,26.72,15.0,0.49,22.35
12.03,8.15,38.35,26.05,15.42,0.49,22.35
12.28,8.1,37.8,25.81,16.01,0.49,22.35
10.22,8.11,39.35,27.28,15.04,0.49,22.35
12.44,7.95,39.45,25.36,15.0,0.49,22.35
11.23,7.55,38.87,26.62,15.72,0.49,22.35
10.8,7.75,39.82,26.74,15.0,0.49,22.35
11.32,8.05,38.95,25.9,15.78,0.49,22.35
10.03,8.13,39.25,26.65,15.94,0.49,22.35
10.34,8.51,38.93,27.29,15.0,0.49,22.35
10.49,8.74,39.67,25.44,15.66,0.49,22.35
11.5,8.08,38.94,26.94,15.0,0.49,22.35
11.88,7.88,39.42,26.17,15.0,0.49,22.35
12.44,7.89,38.52,25.08,16.07,0.49,22.35
11.71,7.84,38.83,26.7,15.0,0.49,22.35
10.49,7.64,39.21,27.19,15.47,0.49,22.35
12.14,7.66,38.3,25.96,15.95,0.49,22.35
10.87,8.42,40.0,26.36,15.0,0.49,22.35
10.7,8.27,39.36,25.42,16.25,0.49,22.35
12.37,7.53,39.48,25.16,15.46,0.49,22.35
11.88,7.78,38.77,27.06,15.0,0.49,22.35
10.1,8.3,39.56,26.04,16.0,0.49,22.35
11.0,8.34,38.33,26.13,16.2,0.49,22.35
12.27,8.1,39.34,25.11,15.17,0.49,22.35
11.42,8.28,38.92,25.76,15.62,0.49,22.35
10.46,7.79,38.57,27.41,15.77,0.49,22.35
11.37,7.73,38.01,26.7,16.19,0.49,22.35
11.54,8.27,38.87,25.34,15.99,0.49,22.35
10.42,7.92,39.82,26.16,15.69,0.49,22.35
12.24,8.31,39.61,26.31,15.0,0.49,22.35
11.07,8.51,37.69,27.19,15.55,0.49,22.35
12.46,8.65,38.88,25.21,15.0,0.49,22.35
10.2,7.54,39.85,27.18,15.22,0.49,22.35
11.99,8.25,38.65,25.27,15.83,0.49,22.35
10.87,8.63,39.19,26.2,15.12,0.49,22.35
10.58,7.77,39.54,25.94,16.16,0.49,22.35
10.93,7.93,39.96,26.88,15.0,0.49,22.35
10.99,8.48,39.52,25.96,15.06,0.49,22.35
11.85,8.17,38.86,26.1,15.03,0.49,22.35
11.16,7.85,39.47,26.64,15.0,0.49,22.35
12.24,8.21,39.19,25.39,15.0,0.49,22.35
11.35,8.38,39.03,26.19,15.06,0.49,22.35
12.05,8.67,38.73,25.91,15.0,0.49,22.35
11.32,7.59,38.92,26.71,15.47,0.49,22.35
11.6,8.56,39.27,25.19,15.38,0.49,22.35
11.13,7.89,39.28,25.68,16.01,0.49,22.35
10.85,8.72,37.56,27.04,15.83,0.49,22.35
11.66,8.17,39.31,25.52,15.35,0.49,22.35
11.42,7.55,37.92,26.85,16.25,0.49,22.35
11.7,7.93,39.55,25.43,15.39,0.49,22.35
11.76,8.51,39.73,25.51,15.0,0.49,22.35
11.46,7.75,38.66,26.32,15.81,0.49,22.35
